user_id,email,first_name,last_name,npi,document_id,document_type,document_status,original_filename,stored_filename,file_path,mime_type,file_size_bytes,uploaded_at,parsed_at,reviewed_at,confidence_score,parsing_method,validation_status,edit_count,extracted_data,ai_extracted_data,user_edited_data,document_created_at,document_metadata
555e92b0-7a69-4cb7-829c-3b48968983cc,admin@blueshift.com,BlueShift,Administrator,,,,,,,,,,,,,,,,,,,,,
139134ac-cd33-46e6-a69a-31ac6170af01,provider.multistate7@example.com,Lisa,Anderson,,,,,,,,,,,,,,,,,,,,,
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x74955b947580>,5f948b45-4131-4dee-8474-89fdae5233f4,state_license,parsed,WY_Medical_License_M724219.pdf,WY_license_5f948b45-4131-4dee-8474-89fdae5233f4.pdf,uploads/licenses/WY_license_5f948b45-4131-4dee-8474-89fdae5233f4.pdf,application/pdf,961402.0,2025-10-09T03:37:17.293963,2025-10-09T03:42:17.293965,2025-10-09T09:37:17.293967,0.8790722659856429,conversational,not_validated,0,"{""state"": ""WY"", ""status"": ""active"", ""issue_date"": ""2022-09-01"", ""license_type"": ""MD"", ""provider_name"": ""Nicholas Arnold"", ""license_number"": ""M724219"", ""expiration_date"": ""2026-08-11""}",,,2025-10-09T03:37:17.293969,"{""parser_version"": ""2.1.0"", ""processing_time_ms"": 4626}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x74955b9474c0>,483938dc-6827-48b9-aec8-797df97c7755,state_license,approved,IN_Medical_License_M792133.pdf,IN_license_483938dc-6827-48b9-aec8-797df97c7755.pdf,uploads/licenses/IN_license_483938dc-6827-48b9-aec8-797df97c7755.pdf,application/pdf,1159056.0,2025-09-23T03:37:17.278969,2025-09-23T04:01:17.278971,2025-09-23T16:37:17.278974,0.8989169542476027,rigid_schema,not_validated,0,"{""state"": ""IN"", ""status"": ""active"", ""issue_date"": ""2020-10-19"", ""license_type"": ""MD"", ""provider_name"": ""Nicholas Arnold"", ""license_number"": ""M792133"", ""expiration_date"": ""2026-09-18""}",,,2025-09-23T03:37:17.278976,"{""parser_version"": ""2.1.0"", ""processing_time_ms"": 1581}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x74955b947880>,4667e75d-bd7f-4d4b-8124-f8deb62ba492,state_license,approved,OR_Medical_License_915698.pdf,OR_license_4667e75d-bd7f-4d4b-8124-f8deb62ba492.pdf,uploads/licenses/OR_license_4667e75d-bd7f-4d4b-8124-f8deb62ba492.pdf,application/pdf,480788.0,2025-07-20T03:37:17.266320,2025-07-20T04:05:17.266323,2025-07-21T06:37:17.266326,0.8892901743626068,rigid_schema,not_validated,0,"{""state"": ""OR"", ""status"": ""active"", ""issue_date"": ""2022-09-28"", ""license_type"": ""MD"", ""provider_name"": ""Nicholas Arnold"", ""license_number"": ""915698"", ""expiration_date"": ""2026-09-07""}",,,2025-07-20T03:37:17.266328,"{""parser_version"": ""2.1.0"", ""processing_time_ms"": 829}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x74955b947940>,c296fb76-45fd-47b8-9eb5-67b75948b07e,dea,parsed,DEA_Certificate_BA7815631.pdf,dea_c296fb76-45fd-47b8-9eb5-67b75948b07e.pdf,uploads/dea/dea_c296fb76-45fd-47b8-9eb5-67b75948b07e.pdf,application/pdf,397288.0,2025-07-05T03:37:17.266407,2025-07-05T04:08:17.266408,2025-07-07T22:37:17.266410,0.9537327925788908,conversational,not_validated,0,"{""schedules"": [""II"", ""III"", ""IV"", ""V""], ""dea_number"": ""BA7815631"", ""provider_name"": ""Nicholas Arnold"", ""expiration_date"": ""2028-03-22""}",,,2025-07-05T03:37:17.266412,"{""parser_version"": ""2.1.0"", ""processing_time_ms"": 2505}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x74955b947a00>,d67d3bda-dd5d-48da-abdd-6f6bd6069d17,dea,approved,DEA_Certificate_BA8283341.pdf,dea_d67d3bda-dd5d-48da-abdd-6f6bd6069d17.pdf,uploads/dea/dea_d67d3bda-dd5d-48da-abdd-6f6bd6069d17.pdf,application/pdf,87751.0,2025-06-03T03:37:17.313795,2025-06-03T04:21:17.313796,2025-06-03T18:37:17.313798,0.9164780655471043,conversational,not_validated,0,"{""schedules"": [""II"", ""III"", ""IV"", ""V""], ""dea_number"": ""BA8283341"", ""provider_name"": ""Nicholas Arnold"", ""expiration_date"": ""2028-06-18""}",,,2025-06-03T03:37:17.313799,"{""parser_version"": ""2.1.0"", ""processing_time_ms"": 5073}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x74955b947ac0>,0f93961c-3b91-4fa2-9ce7-a057340dc549,dea,parsed,DEA_Certificate_BA4368387.pdf,dea_0f93961c-3b91-4fa2-9ce7-a057340dc549.pdf,uploads/dea/dea_0f93961c-3b91-4fa2-9ce7-a057340dc549.pdf,application/pdf,157239.0,2025-04-21T03:37:17.279038,2025-04-21T04:19:17.279039,2025-04-23T20:37:17.279041,0.8076909146998503,conversational,not_validated,0,"{""schedules"": [""II"", ""III"", ""IV"", ""V""], ""dea_number"": ""BA4368387"", ""provider_name"": ""Nicholas Arnold"", ""expiration_date"": ""2028-07-19""}",,,2025-04-21T03:37:17.279043,"{""parser_version"": ""2.1.0"", ""processing_time_ms"": 1247}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x74955b947b80>,d0ddbbed-1862-481b-9e80-b199e739c7ed,state_license,approved,KS_Medical_License_KS77006.pdf,KS_license_d0ddbbed-1862-481b-9e80-b199e739c7ed.pdf,uploads/licenses/KS_license_d0ddbbed-1862-481b-9e80-b199e739c7ed.pdf,application/pdf,1332424.0,2025-04-07T03:37:17.303271,2025-04-07T03:44:17.303274,2025-04-09T01:37:17.303276,0.8750388040329047,conversational,not_validated,0,"{""state"": ""KS"", ""status"": ""active"", ""issue_date"": ""2024-02-03"", ""license_type"": ""MD"", ""provider_name"": ""Nicholas Arnold"", ""license_number"": ""KS77006"", ""expiration_date"": ""2026-01-23""}",,,2025-04-07T03:37:17.303278,"{""parser_version"": ""2.1.0"", ""processing_time_ms"": 2535}"
2e6a2704-7ddf-4ece-a6de-ef9440df1ed2,provider.md14@example.com,Nicholas,Arnold,<memory at 0x74955b947c40>,a654938f-d98f-471e-9003-c1da872f7d72,state_license,parsed,MO_Medical_License_828511.pdf,MO_license_a654938f-d98f-471e-9003-c1da872f7d72.pdf,uploads/licenses/MO_license_a654938f-d98f-471e-9003-c1da872f7d72.pdf,application/pdf,836767.0,2025-04-01T03:37:17.313728,2025-04-01T03:38:17.313730,2025-04-03T00:37:17.313732,0.9275874237479139,rigid_schema,not_validated,0,"{""state"": ""MO"", ""status"": ""active"", ""issue_date"": ""2020-09-26"", ""license_type"": ""MD"", ""provider_name"": ""Nicholas Arnold"", ""license_number"": ""828511"", ""expiration_date"": ""2026-08-26""}",,,2025-04-01T03:37:17.313734,"{""parser_version"": ""2.1.0"", ""processing_time_ms"": 3201}"
